STATE CD,STATE,Month,No. of Tax Payers eligible to File,No. Tax Payers filed by Due Date,No. of Tax Payers filed after due date,Total Returns Filed,Filing %age as on 30th Apr 2025
31,Lakshadweep,2021-05-01T00:00:00Z,195,46,127,173,0.887179487179487
32,Kerala,2021-05-01T00:00:00Z,254802,22338,221603,243941,0.957374745881116
33,Tamil Nadu,2021-05-01T00:00:00Z,805681,129228,648844,778072,0.965732094960661
34,Puducherry,2021-05-01T00:00:00Z,17324,3442,12713,16155,0.932521357654122
35,Andaman and Nicobar Islands,2021-05-01T00:00:00Z,3343,457,2573,3030,0.906371522584505
36,Telangana,2021-05-01T00:00:00Z,315037,68092,208612,276704,0.878322228817568
37,Andhra Pradesh,2021-05-01T00:00:00Z,238690,48794,171179,219973,0.921584481964054
38,Ladakh,2021-05-01T00:00:00Z,2134,530,1584,2114,0.990627928772259
97,Other Territory,2021-05-01T00:00:00Z,77,43,22,65,0.844155844155844
1,Jammu and Kashmir,2021-06-01T00:00:00Z,85686,56293,31890,88183,1.02914128329015
2,Himachal Pradesh,2021-06-01T00:00:00Z,92010,62949,26874,89823,0.976230844473427
3,Punjab,2021-06-01T00:00:00Z,320319,238436,71862,310298,0.968715561674456
4,Chandigarh,2021-06-01T00:00:00Z,26465,18827,7512,26339,0.995238994898923
5,Uttarakhand,2021-06-01T00:00:00Z,139510,87652,47144,134796,0.966210307504838
6,Haryana,2021-06-01T00:00:00Z,440788,289078,131515,420593,0.954184324437144
7,Delhi,2021-06-01T00:00:00Z,718779,479679,196797,676476,0.941146026803788
8,Rajasthan,2021-06-01T00:00:00Z,591219,412388,171616,584004,0.987796400318664
9,Uttar Pradesh,2021-06-01T00:00:00Z,1193073,764750,410618,1175368,0.985160170417066
10,Bihar,2021-06-01T00:00:00Z,387570,217398,139675,357073,0.921312279072168
11,Sikkim,2021-06-01T00:00:00Z,8047,4175,3087,7262,0.902448117310799
12,Arunachal Pradesh,2021-06-01T00:00:00Z,12994,4851,5654,10505,0.808450053871017
13,Nagaland,2021-06-01T00:00:00Z,7004,3042,3135,6177,0.881924614505997
14,Manipur,2021-06-01T00:00:00Z,11077,3317,5398,8715,0.786765369684933
15,Mizoram,2021-06-01T00:00:00Z,6586,3056,2383,5439,0.825842696629214
16,Tripura,2021-06-01T00:00:00Z,25145,13700,9466,23166,0.921296480413601
17,Meghalaya,2021-06-01T00:00:00Z,25396,13243,8440,21683,0.853795873365884
18,Assam,2021-06-01T00:00:00Z,156288,71253,74370,145623,0.931760595823096
19,West Bengal,2021-06-01T00:00:00Z,622937,385050,184034,569084,0.913549845329464
20,Jharkhand,2021-06-01T00:00:00Z,155259,91481,58675,150156,0.967132340154194
21,Odisha,2021-06-01T00:00:00Z,249952,142507,98985,241492,0.966153501472283
22,Chhattisgarh,2021-06-01T00:00:00Z,118891,63999,51339,115338,0.970115483930659
23,Madhya Pradesh,2021-06-01T00:00:00Z,382231,250560,127425,377985,0.988891534176977
24,Gujarat,2021-06-01T00:00:00Z,943614,708019,221981,930000,0.985572490446305
25,Daman and Diu,2021-06-01T00:00:00Z,,,,1,
26,Dadra and Nagar Haveli,2021-06-01T00:00:00Z,13837,8518,4916,13434,0.970875189708752
27,Maharashtra,2021-06-01T00:00:00Z,1378095,853111,493290,1346401,0.977001585522043
29,Karnataka,2021-06-01T00:00:00Z,768378,470743,267349,738092,0.960584503981114
30,Goa,2021-06-01T00:00:00Z,35597,18516,13086,31602,0.887771441413602
31,Lakshadweep,2021-06-01T00:00:00Z,238,121,93,214,0.899159663865546
32,Kerala,2021-06-01T00:00:00Z,315837,140525,162831,303356,0.960482780674842
33,Tamil Nadu,2021-06-01T00:00:00Z,924274,576762,313916,890678,0.963651471316947
34,Puducherry,2021-06-01T00:00:00Z,19854,10914,7625,18539,0.933766495416541
35,Andaman and Nicobar Islands,2021-06-01T00:00:00Z,4020,1696,1994,3690,0.917910447761194
36,Telangana,2021-06-01T00:00:00Z,378050,201487,137068,338555,0.895529691839704
37,Andhra Pradesh,2021-06-01T00:00:00Z,292586,172338,100399,272737,0.932160117025422
38,Ladakh,2021-06-01T00:00:00Z,4565,2966,1556,4522,0.990580503833516
97,Other Territory,2021-06-01T00:00:00Z,82,55,16,71,0.865853658536585
1,Jammu and Kashmir,2021-07-01T00:00:00Z,56418,42435,15943,58378,1.0347406855968
2,Himachal Pradesh,2021-07-01T00:00:00Z,44191,31396,10827,42223,0.95546604512231
3,Punjab,2021-07-01T00:00:00Z,159828,123198,27533,150731,0.943082563756038
4,Chandigarh,2021-07-01T00:00:00Z,15442,12336,2932,15268,0.988732029529854
5,Uttarakhand,2021-07-01T00:00:00Z,78838,52549,22036,74585,0.946053933382379
6,Haryana,2021-07-01T00:00:00Z,256617,181427,60312,241739,0.942022547220176
7,Delhi,2021-07-01T00:00:00Z,403668,282597,91145,373742,0.925864819604229
8,Rajasthan,2021-07-01T00:00:00Z,261213,187758,69572,257330,0.985134736785688
9,Uttar Pradesh,2021-07-01T00:00:00Z,775495,572029,184064,756093,0.974981141077634
10,Bihar,2021-07-01T00:00:00Z,254467,160711,69018,229729,0.902785036959606
11,Sikkim,2021-07-01T00:00:00Z,5619,3218,1604,4822,0.858159814913686
12,Arunachal Pradesh,2021-07-01T00:00:00Z,10237,4286,3562,7848,0.766630848881508
13,Nagaland,2021-07-01T00:00:00Z,5966,3273,1853,5126,0.859202145491116
14,Manipur,2021-07-01T00:00:00Z,9575,4031,3275,7306,0.763028720626632
15,Mizoram,2021-07-01T00:00:00Z,5878,3216,1472,4688,0.797550187138483
16,Tripura,2021-07-01T00:00:00Z,18343,12473,3977,16450,0.896799869159898
17,Meghalaya,2021-07-01T00:00:00Z,16475,8583,4374,12957,0.786464339908953
18,Assam,2021-07-01T00:00:00Z,113087,65128,39250,104378,0.922988495583047
19,West Bengal,2021-07-01T00:00:00Z,379798,246539,82788,329327,0.867110937919631
20,Jharkhand,2021-07-01T00:00:00Z,111838,77822,29068,106890,0.955757434861138
