STATE CD,STATE,Month,No. of Tax Payers eligible to File,No. Tax Payers filed by Due Date,No. of Tax Payers filed after due date,Total Returns Filed,Filing %age as on 30th Apr 2025
33,Tamil Nadu,2022-05-01T00:00:00Z,878008,698524,149203,847727,0.965511703765797
34,Puducherry,2022-05-01T00:00:00Z,18024,13562,3790,17352,0.96271637816245
35,Andaman and Nicobar Islands,2022-05-01T00:00:00Z,3369,2098,1128,3226,0.957554170376966
36,Telangana,2022-05-01T00:00:00Z,343940,229566,78137,307703,0.894641507239635
37,Andhra Pradesh,2022-05-01T00:00:00Z,249985,187946,49233,237179,0.948772926375583
38,Ladakh,2022-05-01T00:00:00Z,2410,1630,905,2535,1.05186721991701
97,Other Territory,2022-05-01T00:00:00Z,81,18,47,65,0.802469135802469
1,Jammu and Kashmir,2022-06-01T00:00:00Z,109205,87635,21251,108886,0.997078888329289
2,Himachal Pradesh,2022-06-01T00:00:00Z,98966,78528,17661,96189,0.971939858133096
3,Punjab,2022-06-01T00:00:00Z,342449,275507,51752,327259,0.95564303005703
4,Chandigarh,2022-06-01T00:00:00Z,27634,22592,4428,27020,0.977780994427155
5,Uttarakhand,2022-06-01T00:00:00Z,154914,116234,31214,147448,0.951805517900254
6,Haryana,2022-06-01T00:00:00Z,476752,375255,82604,457859,0.960371430009733
7,Delhi,2022-06-01T00:00:00Z,750813,598466,120849,719315,0.958048142480218
8,Rajasthan,2022-06-01T00:00:00Z,666005,517864,127915,645779,0.969630858627188
9,Uttar Pradesh,2022-06-01T00:00:00Z,1358945,1058233,245219,1303452,0.959164646104147
10,Bihar,2022-06-01T00:00:00Z,470659,332491,91824,424315,0.901533806853794
11,Sikkim,2022-06-01T00:00:00Z,9262,6258,1934,8192,0.884474195638091
12,Arunachal Pradesh,2022-06-01T00:00:00Z,14133,7970,3791,11761,0.83216585296823
13,Nagaland,2022-06-01T00:00:00Z,7446,4961,1902,6863,0.921702927746441
14,Manipur,2022-06-01T00:00:00Z,11079,6320,3317,9637,0.869843848722809
15,Mizoram,2022-06-01T00:00:00Z,7252,4700,1346,6046,0.833701047986762
16,Tripura,2022-06-01T00:00:00Z,26614,20405,4345,24750,0.929961674306756
17,Meghalaya,2022-06-01T00:00:00Z,27510,19113,4969,24082,0.875390766993821
18,Assam,2022-06-01T00:00:00Z,178312,122088,46208,168296,0.94382879447261
19,West Bengal,2022-06-01T00:00:00Z,633580,509259,99811,609070,0.961315066763471
20,Jharkhand,2022-06-01T00:00:00Z,168897,131764,30842,162606,0.962752446757491
21,Odisha,2022-06-01T00:00:00Z,275749,205599,59184,264783,0.960231950070535
22,Chhattisgarh,2022-06-01T00:00:00Z,132153,90084,36764,126848,0.959857135290156
23,Madhya Pradesh,2022-06-01T00:00:00Z,418497,314630,94342,408972,0.977239980214912
24,Gujarat,2022-06-01T00:00:00Z,1006436,852249,139247,991496,0.985155538951309
25,Daman and Diu,2022-06-01T00:00:00Z,,,,0,
26,Dadra and Nagar Haveli,2022-06-01T00:00:00Z,14678,11095,2987,14082,0.959395012944543
27,Maharashtra,2022-06-01T00:00:00Z,1485608,1109942,325094,1435036,0.965958718585253
29,Karnataka,2022-06-01T00:00:00Z,844882,648078,155734,803812,0.951389661514863
30,Goa,2022-06-01T00:00:00Z,37823,24356,9088,33444,0.884223884937736
31,Lakshadweep,2022-06-01T00:00:00Z,221,154,61,215,0.972850678733032
32,Kerala,2022-06-01T00:00:00Z,339208,253600,69610,323210,0.952837197235914
33,Tamil Nadu,2022-06-01T00:00:00Z,999035,799487,160930,960417,0.961344697633216
34,Puducherry,2022-06-01T00:00:00Z,20468,15286,4292,19578,0.956517490717217
35,Andaman and Nicobar Islands,2022-06-01T00:00:00Z,4189,2651,1386,4037,0.963714490331821
36,Telangana,2022-06-01T00:00:00Z,415294,284707,88755,373462,0.899271359566957
37,Andhra Pradesh,2022-06-01T00:00:00Z,300587,229546,59078,288624,0.960201206306327
38,Ladakh,2022-06-01T00:00:00Z,5863,4171,1720,5891,1.00477571209279
97,Other Territory,2022-06-01T00:00:00Z,87,59,11,70,0.804597701149425
1,Jammu and Kashmir,2022-07-01T00:00:00Z,68216,54634,13754,68388,1.00252140260349
2,Himachal Pradesh,2022-07-01T00:00:00Z,44504,34689,8439,43128,0.969081430882617
3,Punjab,2022-07-01T00:00:00Z,167538,134168,23832,158000,0.943069631964092
4,Chandigarh,2022-07-01T00:00:00Z,16335,13515,2398,15913,0.974165901438629
5,Uttarakhand,2022-07-01T00:00:00Z,85475,62339,17973,80312,0.939596373208541
6,Haryana,2022-07-01T00:00:00Z,276623,215870,48229,264099,0.954725384367894
7,Delhi,2022-07-01T00:00:00Z,419109,328883,72870,401753,0.958588338594495
8,Rajasthan,2022-07-01T00:00:00Z,287981,225545,55175,280720,0.974786531055868
9,Uttar Pradesh,2022-07-01T00:00:00Z,869959,681015,158228,839243,0.964692588961089
10,Bihar,2022-07-01T00:00:00Z,282327,194090,55430,249520,0.883797865595568
11,Sikkim,2022-07-01T00:00:00Z,6202,3845,1423,5268,0.849403418252177
12,Arunachal Pradesh,2022-07-01T00:00:00Z,11019,5813,3040,8853,0.803430438333787
13,Nagaland,2022-07-01T00:00:00Z,6325,4199,1586,5785,0.914624505928854
14,Manipur,2022-07-01T00:00:00Z,9156,5135,2786,7921,0.865115771079074
15,Mizoram,2022-07-01T00:00:00Z,6353,4040,1155,5195,0.817723909963797
16,Tripura,2022-07-01T00:00:00Z,19402,14660,3169,17829,0.918925883929492
17,Meghalaya,2022-07-01T00:00:00Z,16566,9954,3605,13559,0.818483641192805
18,Assam,2022-07-01T00:00:00Z,121489,82934,31832,114766,0.944661656610887
19,West Bengal,2022-07-01T00:00:00Z,370844,295247,61719,356966,0.962577256204765
20,Jharkhand,2022-07-01T00:00:00Z,122532,94590,23540,118130,0.964074690693043
21,Odisha,2022-07-01T00:00:00Z,161454,119173,35602,154775,0.958632180063671
22,Chhattisgarh,2022-07-01T00:00:00Z,74474,51186,19989,71175,0.955702661331471
23,Madhya Pradesh,2022-07-01T00:00:00Z,194320,147506,42796,190302,0.979322766570605
24,Gujarat,2022-07-01T00:00:00Z,599279,506864,86596,593460,0.990289998481509
25,Daman and Diu,2022-07-01T00:00:00Z,,,,0,
26,Dadra and Nagar Haveli,2022-07-01T00:00:00Z,11636,8919,2234,11153,0.958490890340323
27,Maharashtra,2022-07-01T00:00:00Z,815623,609262,178247,787509,0.965530643446789
29,Karnataka,2022-07-01T00:00:00Z,664863,511998,119897,631895,0.950413844656719
30,Goa,2022-07-01T00:00:00Z,25469,15622,5816,21438,0.841729160940752
31,Lakshadweep,2022-07-01T00:00:00Z,178,120,55,175,0.98314606741573
32,Kerala,2022-07-01T00:00:00Z,277547,210262,53945,264207,0.951936068485698
33,Tamil Nadu,2022-07-01T00:00:00Z,889467,710694,146003,856697,0.963157711303511
34,Puducherry,2022-07-01T00:00:00Z,18235,13741,3769,17510,0.960241294214423
35,Andaman and Nicobar Islands,2022-07-01T00:00:00Z,3398,2175,1105,3280,0.965273690406121
36,Telangana,2022-07-01T00:00:00Z,349377,235401,76512,311913,0.892769129049709
37,Andhra Pradesh,2022-07-01T00:00:00Z,247712,188634,49622,238256,0.961826637385351
38,Ladakh,2022-07-01T00:00:00Z,2354,1604,793,2397,1.01826677994902
97,Other Territory,2022-07-01T00:00:00Z,80,59,5,64,0.8
1,Jammu and Kashmir,2022-08-01T00:00:00Z,69437,55049,14695,69744,1.00442127396057
2,Himachal Pradesh,2022-08-01T00:00:00Z,45023,34380,9410,43790,0.972613997290274
3,Punjab,2022-08-01T00:00:00Z,169859,133523,27036,160559,0.945248706279915
4,Chandigarh,2022-08-01T00:00:00Z,16429,13415,2646,16061,0.977600584332583
5,Uttarakhand,2022-08-01T00:00:00Z,86445,62443,19132,81575,0.943663601133669
6,Haryana,2022-08-01T00:00:00Z,279410,216779,51059,267838,0.958584159478902
7,Delhi,2022-08-01T00:00:00Z,423539,333955,73189,407144,0.961290459674316
8,Rajasthan,2022-08-01T00:00:00Z,293004,226187,60375,286562,0.978013952027959
9,Uttar Pradesh,2022-08-01T00:00:00Z,883450,690579,163091,853670,0.966291244552606
10,Bihar,2022-08-01T00:00:00Z,286093,195913,58660,254573,0.889826035589826
11,Sikkim,2022-08-01T00:00:00Z,6226,3891,1462,5353,0.859781561194989
12,Arunachal Pradesh,2022-08-01T00:00:00Z,11175,5899,3151,9050,0.809843400447427
13,Nagaland,2022-08-01T00:00:00Z,6418,4299,1565,5864,0.913680274228732
14,Manipur,2022-08-01T00:00:00Z,9166,4932,3158,8090,0.88260964433777
15,Mizoram,2022-08-01T00:00:00Z,6421,4122,1143,5265,0.819965737424077
16,Tripura,2022-08-01T00:00:00Z,19474,14471,3557,18028,0.925747150046215
17,Meghalaya,2022-08-01T00:00:00Z,16728,10181,3588,13769,0.823110951697752
18,Assam,2022-08-01T00:00:00Z,123451,81485,35177,116662,0.945006520805826
19,West Bengal,2022-08-01T00:00:00Z,375522,295194,66440,361634,0.963016813928345
20,Jharkhand,2022-08-01T00:00:00Z,124179,94879,24553,119432,0.961772924568566
21,Odisha,2022-08-01T00:00:00Z,163696,119526,38230,157756,0.963713224513733
22,Chhattisgarh,2022-08-01T00:00:00Z,75697,49893,22548,72441,0.956986406330502
23,Madhya Pradesh,2022-08-01T00:00:00Z,198209,146923,47391,194314,0.980349025523564
24,Gujarat,2022-08-01T00:00:00Z,608923,515988,85158,601146,0.987228270241065
25,Daman and Diu,2022-08-01T00:00:00Z,,,,0,
26,Dadra and Nagar Haveli,2022-08-01T00:00:00Z,11721,9027,2177,11204,0.955891135568638
27,Maharashtra,2022-08-01T00:00:00Z,826349,604988,192560,797548,0.965146687416576
29,Karnataka,2022-08-01T00:00:00Z,670009,510770,126986,637756,0.951861840661842
30,Goa,2022-08-01T00:00:00Z,25404,15420,6228,21648,0.852149267831838
31,Lakshadweep,2022-08-01T00:00:00Z,175,127,48,175,1
32,Kerala,2022-08-01T00:00:00Z,278758,204045,62600,266645,0.956546538574678
33,Tamil Nadu,2022-08-01T00:00:00Z,894020,709376,152701,862077,0.964270374264558
34,Puducherry,2022-08-01T00:00:00Z,18317,13713,3856,17569,0.959163618496479
35,Andaman and Nicobar Islands,2022-08-01T00:00:00Z,3433,2179,1158,3337,0.972036120011652
36,Telangana,2022-08-01T00:00:00Z,352323,237661,77335,314996,0.894054603304354
37,Andhra Pradesh,2022-08-01T00:00:00Z,250023,187112,52982,240094,0.960287653535875
38,Ladakh,2022-08-01T00:00:00Z,2487,1632,867,2499,1.00482509047045
97,Other Territory,2022-08-01T00:00:00Z,83,61,4,65,0.783132530120482
1,Jammu and Kashmir,2022-09-01T00:00:00Z,112849,88786,23713,112499,0.996898510398852
2,Himachal Pradesh,2022-09-01T00:00:00Z,99888,77122,20253,97375,0.974841822841583
3,Punjab,2022-09-01T00:00:00Z,346997,267467,64224,331691,0.955890108560016
4,Chandigarh,2022-09-01T00:00:00Z,27947,21927,5402,27329,0.977886714137475
5,Uttarakhand,2022-09-01T00:00:00Z,156524,111683,37266,148949,0.951604865707495
6,Haryana,2022-09-01T00:00:00Z,484645,365604,99543,465147,0.959768490338289
7,Delhi,2022-09-01T00:00:00Z,762171,580492,150256,730748,0.95877171920737
8,Rajasthan,2022-09-01T00:00:00Z,677720,513261,145429,658690,0.97192055716225
9,Uttar Pradesh,2022-09-01T00:00:00Z,1397129,1050129,289165,1339294,0.958604395156066
10,Bihar,2022-09-01T00:00:00Z,481143,328154,107071,435225,0.904564755176735
11,Sikkim,2022-09-01T00:00:00Z,9386,6015,2398,8413,0.896334966972086
12,Arunachal Pradesh,2022-09-01T00:00:00Z,14571,7734,4437,12171,0.835289273213918
13,Nagaland,2022-09-01T00:00:00Z,7662,5004,2078,7082,0.924301748890629
