state_code,state_name,YEAR,MONTH,no_suppliers_intra_state,no_eway_bills_intra_state,asset_value_intra_state,no_suppliers_inter_state_outward,no_eway_bills_inter_state_outward,asset_value_inter_state_outward,no_suppliers_inter_state_inward,no_eway_bills_inter_state_inward,asset_value_inter_state_inward
18, ASSAM,2019,2,9899,356838,6582.79,8025,134648,4907.41,22505,261368,8280.11
19, WEST BENGAL,2019,2,35734,1140974,33787.49,36376,631436,25791.4,54850,882377,31724.42
20, JHARKHAND,2019,2,8368,365618,8577.18,7055,223734,11785.79,22883,343820,10576.52
21, ODISHA,2019,2,11604,635188,12962.98,5087,198326,18018.26,27539,360998,13956.64
22, CHHATTISGARH,2019,2,4924,177966,5265.98,7176,168164,10779.09,21599,367374,10708.85
23, MADHYA PRADESH,2019,2,14533,283016,7114.98,17698,356810,17185.37,62370,776640,23475.47
24, GUJARAT,2019,2,104178,2793565,71787.01,116452,3689081,83168.81,113446,1335200,60396.66
25, DAMAN AND DIU,2019,2,1060,33875,1042.83,1646,186004,4519.11,2279,73177,4132.17
26, DADRA AND NAGAR HAVELI,2019,2,1231,50124,1815.29,1963,250204,9092.79,2991,109418,7114.17
27, MAHARASHTRA,2019,2,114429,4376127,117187.09,98818,2957676,100252.66,176204,2195514,97921.29
29, KARNATAKA,2019,2,79225,2756032,51400.76,41920,1256756,43131.34,91403,1363103,47688.6
30, GOA,2019,2,1399,62823,1008.85,1479,52986,4545.2,6680,94704,3146.46
31, LAKSHADWEEP,2019,2,0,0,0,2,2,0.1,39,314,17.4
32, KERALA,2019,2,30854,946987,14593.61,12651,158004,6044.94,47835,614005,14568.27
33, TAMIL NADU,2019,2,67140,3066153,63248.65,62275,1604434,57926.78,96387,1382746,56640.02
34, PUDUCHERRY,2019,2,845,26906,885.8,1879,96672,2857.72,5141,84221,2329.77
35, ANDAMAN AND NICOBAR,2019,2,13,174,6.33,47,159,13.74,860,7569,175.81
36, TELANGANA,2019,2,26952,1068730,22630.74,25829,503925,22097.26,51965,755525,26567.83
37, ANDHRA PRADESH,2019,2,30919,1058743,20011.91,18942,360643,23408.12,61671,716003,26451.19
97, Other Territory,2019,2,2,53,31.77,23,2185,940.37,424,7868,1248.61
1, JAMMU AND KASHMIR,2019,3,4611,161657,3063.16,2346,32179,2030.93,17657,197008,5349.79
2, HIMACHAL PRADESH,2019,3,7303,226911,4402.96,4812,261206,10574.72,20029,277200,8717.31
3, PUNJAB,2019,3,53987,1268864,32964.13,43803,774018,23744.6,62805,788984,24903.64
4, CHANDIGARH,2019,3,2374,28634,501.41,5051,80004,1622.87,8172,112780,2465.46
5, UTTARAKHAND,2019,3,10970,571440,10581.65,7437,341107,18394.83,22515,445606,13745.59
6, HARYANA,2019,3,61503,2318235,45408.11,53329,2075970,62306.53,87624,1535582,57066.94
7, DELHI,2019,3,59519,872484,36620.71,121058,1640093,42800.04,112125,1456652,48151.47
8, RAJASTHAN,2019,3,65623,1451968,33559.19,45926,1287982,30371.36,85790,1029220,34684.72
9, UTTAR PRADESH,2019,3,105390,3046170,65075.03,68980,1248568,51420.52,164806,2245007,78944.96
10, BIHAR,2019,3,6394,353143,8435.84,6371,64840,2597.18,52229,671433,14713.18
11, SIKKIM,2019,3,114,3216,56.52,172,6809,1949.53,1445,27188,829.3
12, ARUNACHAL PRADESH,2019,3,116,3404,47.64,194,1390,67.18,2535,26915,562.74
13, NAGALAND,2019,3,67,963,39.49,259,4313,103.24,2262,21640,498.32
14, MANIPUR,2019,3,39,3096,53.47,95,424,15.28,2298,25712,629.05
15, MIZORAM,2019,3,17,943,12.72,101,961,189.33,1534,22593,413.09
16, TRIPURA,2019,3,745,18527,321.04,328,1760,158.45,3811,34312,852.63
17, MEGHALAYA,2019,3,299,12129,227.74,362,34719,645.72,3040,33952,872.53
18, ASSAM,2019,3,10480,408883,7556.91,8562,155449,5316.34,24426,290074,9597.79
19, WEST BENGAL,2019,3,37643,1291966,39810.49,37845,705044,29632.11,55941,933068,36868.98
20, JHARKHAND,2019,3,8870,410557,9700.55,7477,242895,14059.13,23438,364709,12014.21
21, ODISHA,2019,3,12144,731868,14831.24,5360,210496,20027.57,27781,370694,15177.88
22, CHHATTISGARH,2019,3,5186,196747,5539.93,7316,175777,12685.16,21823,374187,11581.92
23, MADHYA PRADESH,2019,3,15208,319594,8151.25,18253,394359,19403.46,63993,846036,26114.77
24, GUJARAT,2019,3,108436,2903817,78516.69,118556,3858497,93192.28,114465,1381818,66747.37
25, DAMAN AND DIU,2019,3,1112,35018,1144.76,1682,192933,5067.31,2379,77861,4384.38
26, DADRA AND NAGAR HAVELI,2019,3,1292,53979,1900.37,1978,256858,10170.86,2991,117330,7446.04
27, MAHARASHTRA,2019,3,120775,4851732,131474.32,101687,3269493,122820.52,181114,2401460,105944.36
29, KARNATAKA,2019,3,84618,3109880,59756.93,43992,1391745,49870,95860,1528940,53975.89
30, GOA,2019,3,1471,65678,1081.51,1550,56536,4483.47,6773,105734,3677.36
31, LAKSHADWEEP,2019,3,0,0,0,2,3,0.08,39,473,13.81
32, KERALA,2019,3,32146,1101442,16690.04,13443,176840,7249.25,49603,723494,17007.48
33, TAMIL NADU,2019,3,73270,3462478,73077.09,65130,1776961,66220.9,100205,1539912,65100.36
34, PUDUCHERRY,2019,3,954,33307,1020.35,1996,108517,3430.72,5527,99069,2664.77
35, ANDAMAN AND NICOBAR,2019,3,15,242,7.17,70,243,25.54,892,8802,288.82
36, TELANGANA,2019,3,28229,1173486,25710.76,26453,557039,25917.8,53097,808072,30304.72
37, ANDHRA PRADESH,2019,3,33093,1144665,22257.84,20031,400814,27371.29,63459,760501,29660.44
97, Other Territory,2019,3,3,76,42.32,23,2275,1056.08,383,8149,1321.79
1,JAMMU AND KASHMIR,2020,3,3478,89324,1710.980872,1722,21281,1317.327353,15026,132058,3738.858019
2,HIMACHAL PRADESH,2020,3,6878,163766,3172.597416,4486,168840,7350.643869,17006,194898,5962.654543
3,PUNJAB,2020,3,55010,1021129,22606.70266,39245,547052,16294.17624,55363,564166,16674.52747
4,CHANDIGARH,2020,3,1995,17730,290.9571892,4428,55331,1037.159967,7168,77603,1677.849983
5,UTTARAKHAND,2020,3,10103,305001,6043.573577,6865,214143,10810.0617,19634,278050,8426.965797
6,HARYANA,2020,3,57525,1681254,29423.20282,49742,1709702,41546.69523,78644,1195500,39498.27411
7,DELHI,2020,3,50610,570530,21561.22924,105160,1054087,26183.50373,95496,998896,29391.27912
8,RAJASTHAN,2020,3,59201,996017,20609.87486,40865,882855,20469.02975,74731,734489,22016.51496
9,UTTAR PRADESH,2020,3,96276,2093449,42625.24562,62275,896323,35641.47226,143095,1519003,58591.82138
10,BIHAR,2020,3,6173,271213,5612.117051,5463,48581,1711.163649,45033,443787,10148.21047
11,SIKKIM,2020,3,109,3027,41.77463835,167,4923,1923.469995,1395,21175,624.6751201
12,ARUNACHAL PRADESH,2020,3,123,2570,47.64005009,158,984,51.8303419,2338,20687,401.3292822
13,NAGALAND,2020,3,82,838,81.91463708,207,2263,61.69970118,2003,16159,374.7374381
14,MANIPUR,2020,3,56,3773,54.81698971,76,276,13.16908179,2075,25218,473.0581741
15,MIZORAM,2020,3,39,594,14.16901159,85,560,98.2392461,1533,18675,303.1175854
16,TRIPURA,2020,3,938,19458,328.9367966,321,1381,125.2647159,3442,25225,626.5110526
17,MEGHALAYA,2020,3,307,9821,171.300806,348,24320,433.3483852,2733,25928,577.8980637
18,ASSAM,2020,3,10084,301931,5515.442981,8154,125549,3956.339271,21531,213139,6725.810843
19,WEST BENGAL,2020,3,34848,944064,25594.2941,32397,508516,20316.90493,50096,735447,25687.84365
20,JHARKHAND,2020,3,7643,256926,6029.676914,6351,145542,8071.90016,20381,238348,7741.569249
21,ODISHA,2020,3,11759,550390,10963.16142,4689,170841,14636.2262,24934,250079,10284.20068
22,CHHATTISGARH,2020,3,4449,122403,3411.703922,6554,115167,8820.453127,18919,267190,9549.396391
23,MADHYA PRADESH,2020,3,13848,271510,5856.172738,16201,266288,12763.26994,56124,582123,16380.83119
24,GUJARAT,2020,3,109942,2306678,60649.89203,112067,2804237,66543.88011,101907,1001887,45885.89726
25,DAMAN AND DIU,2020,3,1023,26395,666.3897177,1631,134730,3081.92667,2038,54504,2321.356587
26,DADRA AND NAGAR HAVELI,2020,3,1251,44280,1532.541459,1920,173354,6374.179205,2675,82429,5008.531821
27,MAHARASHTRA,2020,3,109426,3608256,87262.44795,90372,2371642,87823.45649,156175,1728375,68576.27558
29,KARNATAKA,2020,3,81608,2493746,43077.6494,38840,1011172,35033.97058,88074,1197855,37519.40052
30,GOA,2020,3,1461,48375,713.1143932,1347,37300,2706.156583,5664,69761,2595.896382
31,LAKSHADWEEP,2020,3,1,1,0.0323,2,2,0.3270187,38,351,8.068018603
32,KERALA,2020,3,31921,851207,12072.30991,11965,122357,5481.73059,41495,468387,10889.44966
33,TAMIL NADU,2020,3,70563,2591829,51595.78447,57675,1269671,45217.72393,87180,1122964,43667.88089
34,PUDUCHERRY,2020,3,873,25949,751.3742753,1577,70066,2150.641529,4544,67656,1937.17702
35,ANDAMAN AND NICOBAR,2020,3,8,273,10.01213108,66,163,25.7291337,739,5868,227.3842549
36,TELANGANA,2020,3,33646,1214445,21707.1643,26360,441128,19373.66376,49251,661493,21990.13168
37,ANDHRA PRADESH,2020,3,31240,969860,17769.11466,18396,310103,21700.90744,55426,559814,20638.40507
38,LADAKH,2020,3,5,25,0.861817019,3,3,0.2177703,62,290,8.050315265
97,Other Territory,2020,3,6,134,741.2757793,27,1780,689.471326,566,7181,1636.252503
1,JAMMU AND KASHMIR,2020,2,3221,114586,2025.548547,1930,29414,1857.40795,16539,180911,4799.376572
2,HIMACHAL PRADESH,2020,2,7301,221694,4349.640997,4811,243884,9785.411724,19353,270693,8146.689048
3,PUNJAB,2020,2,60043,1440937,31090.16702,44270,776852,22167.49529,63972,823934,23197.0257
4,CHANDIGARH,2020,2,2136,24164,386.686507,4827,74526,1373.80413,7948,109773,2161.516672
5,UTTARAKHAND,2020,2,11002,508251,8728.259008,7699,317158,15227.3321,22567,415185,11740.33148
6,HARYANA,2020,2,63016,2424272,41118.32368,54964,2449359,58744.04322,89844,1718576,54840.78945
7,DELHI,2020,2,57702,800062,31171.49333,118730,1562952,37059.76596,112229,1550725,42677.08459
8,RAJASTHAN,2020,2,66708,1464444,28905.66732,47175,1391038,29520.70227,89778,1106660,31050.66132
9,UTTAR PRADESH,2020,2,108997,3103194,61077.58055,72495,1327973,50721.88634,171040,2231268,75259.66355
10,BIHAR,2020,2,7044,382689,7122.08442,6761,71828,2671.909587,55198,712591,14553.50034
11,SIKKIM,2020,2,116,3393,38.68250449,172,9024,2223.264639,1555,28335,761.338885
12,ARUNACHAL PRADESH,2020,2,138,3240,80.91450759,188,1595,67.59746318,2503,28328,489.6354029
13,NAGALAND,2020,2,86,1223,82.05060524,253,3172,75.57334725,2286,24471,544.6098601
14,MANIPUR,2020,2,55,5185,69.13726805,101,427,18.66351413,2425,38024,618.4076178
15,MIZORAM,2020,2,62,1101,38.61628275,100,764,156.5890316,1670,26770,424.1849834
16,TRIPURA,2020,2,984,24815,422.6619678,370,2012,186.1294121,3760,34592,748.4545696
17,MEGHALAYA,2020,2,326,13586,216.6457217,403,32003,585.9745766,3143,39347,719.8799615
18,ASSAM,2020,2,10611,395797,7116.227057,9063,178735,5457.212565,23517,293290,8775.152664
19,WEST BENGAL,2020,2,38824,1317681,35999.84439,37260,718100,27029.97918,57911,1089065,33509.97584
20,JHARKHAND,2020,2,8697,373200,8077.19392,7391,195561,10454.01067,24020,363706,10271.92727
21,ODISHA,2020,2,12475,686668,13381.41385,5413,234430,18518.26016,29297,383487,13968.22859
22,CHHATTISGARH,2020,2,5160,176001,4844.211613,7700,169796,11289.45407,22059,403516,11295.2414
23,MADHYA PRADESH,2020,2,15772,393983,7938.104663,18706,395593,17624.97754,65292,852001,22667.64146
24,GUJARAT,2020,2,120327,3270194,83063.06936,122387,4164812,90013.01859,121393,1497662,65023.77183
25,DAMAN AND DIU,2020,2,1075,35403,914.1600413,1667,192311,4366.990287,2210,77365,3653.66691
26,DADRA AND NAGAR HAVELI,2020,2,1365,59243,2074.502246,2000,258788,8848.960192,2881,115122,6774.072028
27,MAHARASHTRA,2020,2,122218,5090400,117283.6545,102947,3408052,115567.4383,182533,2495917,98226.59602
29,KARNATAKA,2020,2,87260,3241152,54603.83956,43457,1438430,45493.50504,99914,1622308,49216.23444
30,GOA,2020,2,1528,68457,982.6734902,1570,53992,3663.439125,6719,107314,3473.475273
31,LAKSHADWEEP,2020,2,1,1,0.00638,2,5,0.064415334,47,438,6.671579086
32,KERALA,2020,2,34489,1130148,15974.44457,13520,165732,7043.395938,48604,653389,14602.55178
33,TAMIL NADU,2020,2,76106,3382222,66692.86243,65071,1811021,60307.67696,100014,1548019,58859.83496
34,PUDUCHERRY,2020,2,933,32500,834.5697933,1817,101543,2722.284098,5092,96229,2281.753008
35,ANDAMAN AND NICOBAR,2020,2,14,248,8.437028492,57,218,26.4801782,878,8665,232.5996774
36,TELANGANA,2020,2,36472,1530353,28572.30857,29581,606374,23611.76063,56365,916477,28654.68532
37,ANDHRA PRADESH,2020,2,33336,1249296,21585.81809,20814,415843,27278.1396,63691,791040,26336.45106
38,LADAKH,2020,2,5,28,0.870099257,3,13,0.237249246,79,278,6.103806763
97,Other Territory,2020,2,8,108,132.1919929,26,1979,869.7720258,494,10104,2432.100488
1,JAMMU AND KASHMIR,2020,1,2373,86513,1575.612459,1847,29122,1881.402191,14748,145545,4394.099692
2,HIMACHAL PRADESH,2020,1,6938,212949,4350.185923,4690,248977,10145.40248,18253,261482,8014.451948
3,PUNJAB,2020,1,58563,1397984,31004.77783,44375,747372,21495.15393,61995,770837,24068.59129
4,CHANDIGARH,2020,1,2125,24365,376.3821752,4710,69755,1300.972556,7787,105785,2097.785773
5,UTTARAKHAND,2020,1,10763,517830,8755.991737,7617,329437,15660.93074,21588,420160,12220.76355
6,HARYANA,2020,1,62282,2514527,42664.04837,54313,2521784,58154.30557,87925,1722492,55995.48064
7,DELHI,2020,1,56930,803058,30109.81227,116615,1548215,38525.195,110749,1520564,43222.67424
8,RAJASTHAN,2020,1,66062,1424757,30062.20221,46384,1328222,29139.60288,87832,1106757,31560.66093
9,UTTAR PRADESH,2020,1,106284,3010200,59905.75411,71009,1315442,51517.93243,163981,2239366,80516.54154
10,BIHAR,2020,1,6639,353379,6900.074035,6494,64900,2473.428985,52459,760213,13947.42836
11,SIKKIM,2020,1,118,3557,41.95779251,171,9798,2195.737527,1506,28181,814.1674571
12,ARUNACHAL PRADESH,2020,1,119,2812,50.8984039,185,1527,74.85867602,2394,26727,505.8346276
13,NAGALAND,2020,1,87,1003,40.72449519,228,2468,63.50600223,2217,22971,472.5391226
14,MANIPUR,2020,1,50,4989,75.96594239,94,438,13.9321282,2347,32778,552.2213823
15,MIZORAM,2020,1,57,1140,40.77825257,99,631,135.8511518,1560,24194,399.7285773
16,TRIPURA,2020,1,960,21672,386.3713832,340,2062,200.3517325,3724,32260,708.6227004
17,MEGHALAYA,2020,1,319,12687,211.5108913,378,34591,597.1333971,3163,36404,695.8493475
18,ASSAM,2020,1,10041,359243,6435.346168,8847,165983,5079.717322,22491,265026,8364.502214
19,WEST BENGAL,2020,1,37443,1278449,35589.57815,35965,666258,26885.52954,56398,1049318,34037.36943
20,JHARKHAND,2020,1,8215,377512,8625.856707,7059,192921,11172.83182,23110,376296,10462.64466
21,ODISHA,2020,1,12206,701262,13694.83502,5191,242686,18237.42065,29061,382179,13216.90494
22,CHHATTISGARH,2020,1,5133,187051,5038.008227,7805,174738,11652.20276,21811,390282,13184.32911
23,MADHYA PRADESH,2020,1,15852,395801,8335.462947,18491,385432,17738.79431,64863,852546,23567.3591
24,GUJARAT,2020,1,119070,3366521,86692.83392,121169,4116895,90018.64237,121749,1512702,72173.96376
25,DAMAN AND DIU,2020,1,1093,37654,1077.977703,1657,195315,4532.631679,2189,80080,3952.786427
26,DADRA AND NAGAR HAVELI,2020,1,1356,60951,2041.324312,1986,274471,9140.511359,2896,119314,7163.148437
27,MAHARASHTRA,2020,1,121431,5240843,121686.8831,102297,3406424,116798.2807,183441,2520935,101316.6891
29,KARNATAKA,2020,1,86272,3272094,55395.62397,43491,1435925,45394.45989,98582,1625997,50007.08175
30,GOA,2020,1,1531,75498,1076.239674,1528,55646,3718.075737,6794,106703,3406.298376
31,LAKSHADWEEP,2020,1,0,0,0,1,2,1.1,44,478,7.210726247
32,KERALA,2020,1,34377,1211935,17548.38661,13488,168606,7283.636253,48402,674591,15137.75919
33,TAMIL NADU,2020,1,73540,3200776,64165.02346,63526,1685248,59387.53088,98507,1458501,61323.39725
34,PUDUCHERRY,2020,1,895,30057,762.1351876,1720,93959,2690.866909,5113,92856,2377.745301
35,ANDAMAN AND NICOBAR,2020,1,12,286,11.22738078,62,270,30.7522287,860,8876,278.8297281
36,TELANGANA,2020,1,35074,1464396,28762.18959,29020,608113,24616.57512,55362,934164,28742.26015
37,ANDHRA PRADESH,2020,1,32210,1267827,22100.14797,20384,404336,26311.41897,62436,734007,28143.65102
38,LADAKH,2020,1,3,20,0.0000005,2,14,0.0000008,45,107,2.546543562
97,Other Territory,2020,1,8,127,150.428074,26,1741,758.7535137,516,8679,1688.53994
1,JAMMU AND KASHMIR,2019,12,1958,76706,1395.858387,1681,29603,1925.236746,15898,158332,4184.955328
2,HIMACHAL PRADESH,2019,12,6975,226634,4359.421498,4738,250913,9997.204501,18905,268288,7903.650075
3,PUNJAB,2019,12,58386,1416637,30011.19888,46440,819687,21774.60346,62077,761293,24573.62266
4,CHANDIGARH,2019,12,2068,24814,396.5713007,4666,70251,1318.237705,7799,108880,2219.520886
5,UTTARAKHAND,2019,12,10615,474816,8084.507025,7635,327283,15006.02503,21460,406082,11522.07929
6,HARYANA,2019,12,61536,2405557,41462.61379,53872,2360711,57613.57807,86449,1632506,51973.03901
7,DELHI,2019,12,55284,780054,29224.51355,114843,1496975,36410.58255,108348,1382592,41683.83473
8,RAJASTHAN,2019,12,66017,1504669,31029.1378,46201,1280667,29035.91163,87339,1079966,31317.83461
9,UTTAR PRADESH,2019,12,102139,2834439,55951.98099,69325,1250230,48352.54426,158828,2048809,61021.60503
10,BIHAR,2019,12,6354,362404,6942.604198,6340,63721,2509.86543,48676,562529,13188.55964
11,SIKKIM,2019,12,112,3751,44.43592265,172,9038,2248.089346,1436,27409,769.5322943
12,ARUNACHAL PRADESH,2019,12,111,2552,39.72055462,168,1185,61.43824099,2260,23657,405.1518454
13,NAGALAND,2019,12,80,803,30.02281347,241,2381,79.26520878,2066,19691,445.792932
14,MANIPUR,2019,12,46,4444,66.90534233,65,236,9.631282375,2164,31745,529.8619475
15,MIZORAM,2019,12,51,1187,67.77422155,88,884,162.7011372,1474,24124,365.8289708
16,TRIPURA,2019,12,918,21622,378.4558791,332,2119,248.89861,3505,29586,706.0042009
17,MEGHALAYA,2019,12,274,11970,165.1707347,331,27814,491.9597534,2809,32024,638.0231667
18,ASSAM,2019,12,9263,302285,5568.704672,8028,153977,4859.522682,20538,227097,7835.985689
19,WEST BENGAL,2019,12,36250,1276706,35113.26402,35324,624974,25510.29163,55740,963202,33251.44546
20,JHARKHAND,2019,12,7997,367058,8056.781986,6873,197541,10272.75104,22287,329829,9883.971973
21,ODISHA,2019,12,11913,691294,12477.63616,5235,223875,17857.9701,28261,371908,13868.24451
22,CHHATTISGARH,2019,12,4897,185652,4782.862238,7495,170428,11156.17234,21429,367192,9921.013016
23,MADHYA PRADESH,2019,12,15433,384233,8388.843465,18411,388214,18074.07175,63672,788583,22697.04082
24,GUJARAT,2019,12,117427,3386352,87581.85646,120011,3788951,89851.86058,120724,1502452,66766.45906
25,DAMAN AND DIU,2019,12,1090,37175,1075.333973,1674,191028,4669.332183,2236,80568,4790.407242
26,DADRA AND NAGAR HAVELI,2019,12,1312,59320,2069.782872,1979,274682,9386.362927,2842,117190,6929.945903
27,MAHARASHTRA,2019,12,116701,4921122,117116.6289,100388,3295539,104808.0629,180119,2453531,98503.36426
29,KARNATAKA,2019,12,84215,3180236,54581.44167,43269,1421514,46220.14176,97395,1563700,48496.52292
30,GOA,2019,12,1511,72853,1005.251072,1491,51354,3559.955568,6777,102250,3444.569863
31,LAKSHADWEEP,2019,12,0,0,0,0,0,0,44,374,11.47000411
32,KERALA,2019,12,33733,1165294,16853.64334,13188,164329,7566.009888,47895,695412,14678.98878
33,TAMIL NADU,2019,12,73205,3237917,64066.04753,63962,1723096,61929.12693,100364,1569380,62516.48508
34,PUDUCHERRY,2019,12,941,31414,988.4490088,1742,102197,3088.849658,5199,96083,2556.554524
35,ANDAMAN AND NICOBAR,2019,12,12,187,5.910647875,51,153,15.19564065,811,8964,237.8416375
36,TELANGANA,2019,12,32846,1396777,27249.16564,28621,622112,24766.86399,55128,918515,28664.22124
37,ANDHRA PRADESH,2019,12,32633,1307841,22873.9078,20066,406018,27074.97777,66539,923351,28266.45456
97,Other Territory,2019,12,5,129,68.75889978,25,1848,697.896321,692,8749,1713.672019
1,JAMMU AND KASHMIR,2019,11,2081,85241,1558.936785,1685,29108,1903.133465,17280,186698,4515.888941
2,HIMACHAL PRADESH,2019,11,6959,234294,4380.585966,4757,258209,10032.19952,20624,282829,7815.033339
3,PUNJAB,2019,11,57771,1406179,29028.52123,47804,951549,22287.42042,62490,761231,23092.59511
4,CHANDIGARH,2019,11,2047,24218,349.5698135,4765,72348,1265.130223,8059,110322,2074.219404
5,UTTARAKHAND,2019,11,10506,517989,11633.14439,7554,325003,14714.80188,22966,416219,12789.6939
6,HARYANA,2019,11,61441,2359428,40493.51871,54039,2318797,55252.89615,87938,1578581,49393.9869
7,DELHI,2019,11,55438,779378,28764.83066,116989,1601844,36144.34222,109840,1447289,41089.59634
8,RAJASTHAN,2019,11,64518,1464990,29999.75491,45540,1198204,27270.5558,89420,1076717,32047.52054
9,UTTAR PRADESH,2019,11,104967,3043028,57906.99722,70360,1236569,46616.58416,167244,2052507,61893.22876
10,BIHAR,2019,11,6312,358766,7048.434995,5939,58467,2120.66291,51617,525178,13403.61711
11,SIKKIM,2019,11,113,3721,47.25806975,168,9287,2399.632341,1552,28593,785.1351801
12,ARUNACHAL PRADESH,2019,11,121,2908,44.84897382,216,1574,75.60931946,2833,29628,483.6792186
13,NAGALAND,2019,11,82,886,39.26853411,230,2150,70.14369939,2452,23709,537.5285705
